id,anneeMagistrature,magistrature,occurence,prenom,nom,surnom,genName,titres_roles,corps civique,corporation,poele,page,colonne,ligne
aves_aa_4R_1467_0001,1467,stettmeister,her Bechtolt Zorn zùm Riet,bechtolt,zorn,"riet, zum",,['her'],constoffeler,,,198,,1
aves_aa_4R_1467_0002,1467,stettmeister,her Hanns Boͤckel ritter,johanns,böckel,,,"['her', 'ritter']",constoffeler,,,198,,2
aves_aa_4R_1467_0003,1467,stettmeister,her Ludwig von Mùlnheim ritter,ludwig,"müllenheim, von",,,"['her', 'ritter']",constoffeler,,,198,,3
aves_aa_4R_1467_0004,1467,stettmeister,her Dietrich Burggrafe,dietrich,burggraf,,,['her'],constoffeler,,,198,,4
aves_aa_4R_1467_0005,1467,ammeister,her Conrat Ryff der ammeister,konrat,reiff,,,"['her', 'ammeister']",echevinat,,,198,,5
aves_aa_4R_1467_0006,1467,conseiller_des_constaffel,her Philips von Mùlnheim ritter,philipp,"müllenheim, von",,,"['her', 'ritter']",constoffeler,,,198,,6
aves_aa_4R_1467_0007,1467,conseiller_des_constaffel,her Hanns Conrat Bock,johanns-konrat,bock,,,['her'],constoffeler,,,198,,7
aves_aa_4R_1467_0008,1467,conseiller_des_constaffel,her Hanns Merswin,johanns,merswin,,,['her'],constoffeler,,,198,,8
aves_aa_4R_1467_0009,1467,conseiller_des_constaffel,Diebolt Lentzel,diebolt,lentzelin,,,,constoffeler,,,198,,10
aves_aa_4R_1467_0010,1467,conseiller_des_constaffel,Jocob Lentzel,jacob,lentzelin,,,,constoffeler,,,198,,11
aves_aa_4R_1467_0011,1467,conseiller_des_constaffel,Steffan Sturm,stefan,sturm,,,,constoffeler,,,198,,12
aves_aa_4R_1467_0012,1467,conseiller_des_constaffel,Reimbolt zuͦm Trùbel,reimbolt,"trübel, zum",,,,constoffeler,,,198,,13
aves_aa_4R_1467_0013,1467,conseiller_des_constaffel,Ulrich Bertsche,ulrich,bertsch,,,,constoffeler,,,198,,14
aves_aa_4R_1467_0014,1467,conseiller_des_constaffel,"Veltin Clobelouch, an Thoman Elnharts statt",veltin,klobelouch,,,,constoffeler,,,198,,15
aves_aa_4R_1467_0015,1467,conseiller_des_marchands,Claus Ingolt,claus,ingolt,,,,echevinat,corporation_des_marchands,,198,,16
aves_aa_4R_1467_0016,1467,conseiller_des_boulangers,Hans Ganther,johanns,ganther,,,,echevinat,corporation_des_boulangers,,198,,17
aves_aa_4R_1467_0017,1467,conseiller_des_bouchers,Wilhelm Rotschilt,wilhelm,rotschilt,,,,echevinat,corporation_des_bouchers,,198,,19
aves_aa_4R_1467_0018,1467,conseiller_des_tonneliers,her Jacob Ammelung altammeister,jacob,ammelung,,,"['her', 'altammeister']",echevinat,corporation_des_tonneliers,,198,,20
aves_aa_4R_1467_0019,1467,conseiller_des_drapiers,Claus von Isenhusen,claus,"issenhausen, von",,,,echevinat,corporation_des_drapiers,,198,,21
aves_aa_4R_1467_0020,1467,conseiller_des_tanneurs,Diebolt Reimbolt,diebolt,reimbolt,,,,echevinat,corporation_des_tanneurs,,198,,23
aves_aa_4R_1467_0021,1467,conseiller_des_cabaretiers,Hans Brant genant Spirer,johanns,brant,spirer,,,echevinat,corporation_des_cabaretiers,,198,,24
