,magistrature,AnnéeMagistrature,prénom,nom,surnom,genName,Titres,corps civique,corporation,poele,prénomNN,nomNN,surnomNN,NomCompletNN
0,stettmeister,1465,,,,,['her'],constoffeler,,,Hanns,Huͤffel,,her Hanns Huͤffel
1,stettmeister,1465,,,,,"['her', 'ritter']",constoffeler,,,Diebolt,von Mùlnheim,,her Diebolt von Mùlnheim ritter
2,stettmeister,1465,,,,,"['her', 'ritter']",constoffeler,,,Ludwig,von Mùlnheim,,her Ludwig von Mùlnheim ritter
3,stettmeister,1465,,,,,"['her', 'ritter']",constoffeler,,,Philips,von Mùlnheim,,her Philips von Mùlnheim ritter
4,ammeister,1465,,,,,"['her', 'ammeister']",echevinat,,,Heinrich,Arge,,her Heinrich Arge der ammeister
5,conseiller_des_constaffel,1465,,,,,['her'],constoffeler,,,Claus,Zorn,von Buͦlach,her Claus Zorn von Buͦlach
6,conseiller_des_constaffel,1465,,,,,['her'],constoffeler,,,Cuͦn,Nope,,her Cuͦn Nope
7,conseiller_des_constaffel,1465,,,,,,constoffeler,,,Hanns,von Winthertur,,Hanns von Winthertur
8,conseiller_des_constaffel,1465,,,,,,constoffeler,,,Claus,Spender,,Claus Spender
9,conseiller_des_constaffel,1465,,,,,,constoffeler,,,Hanns,Sturm,,Hanns Sturm
10,conseiller_des_constaffel,1465,,,,,,constoffeler,,,Caspar,zͦuͦr Meͣgde,,Caspar zͦuͦr Meͣgde
11,conseiller_des_constaffel,1465,,,,,,constoffeler,,,Thoman,Buͤhßener,,Thoman Buͤhßener
12,conseiller_des_constaffel,1465,,,,,,constoffeler,,,Peter,Rebestock,,Peter Rebestock
13,conseiller_des_constaffel,1465,,,,,,constoffeler,,,Hannsadolff,Elnhart,,Hannsadolff Elnhart
14,conseiller_des_marchands,1465,,,,,,echevinat,corporation_des_marchands,,Claus,Renner,,Claus Renner
15,conseiller_des_boulangers,1465,,,,,,echevinat,corporation_des_boulangers,,Walther,Dùrre,,Walther Dùrre
16,conseiller_des_bouchers,1465,,,,,"['her', 'altammeister']",echevinat,corporation_des_bouchers,,Wilhelm,Betscholt,,her Wilhelm Betscholt altammeister
17,conseiller_des_tonneliers,1465,,,,,,echevinat,corporation_des_tonneliers,,Andres,Selig,,Andres Selig
18,conseiller_des_drapiers,1465,,,,,,echevinat,corporation_des_drapiers,,Steffan,Wingersheim,,Steffan Wingersheim
19,conseiller_des_tanneurs,1465,,,,der alte,,echevinat,corporation_des_tanneurs,,Hanns,Vendenheim,,Hanns Vendenheim der alte
20,conseiller_des_cabaretiers,1465,,,,,,echevinat,corporation_des_cabaretiers,,Walther,von Rore,,Walther von Rore
21,conseiller_des_maçons,1465,,,,,,echevinat,corporation_des_maçons,,Hanns,Kacheler,,Hanns Kacheler
22,conseiller_des_forgerons,1465,,,,,,echevinat,corporation_des_forgerons,,Claus,Knÿebs,,Claus Knÿebs
23,conseiller_des_tailleurs,1465,,,,,,echevinat,corporation_des_tailleurs,,Marx,von Brͦuͦmat,,Marx von Brͦuͦmat
24,conseiller_des_bateliers,1465,,,,,"['her', 'altammeister']",echevinat,corporation_des_bateliers,,Hanns,Lumbart,,her Hanns Lumbart altammeister
25,conseiller_des_pelletiers,1465,,,,,,echevinat,corporation_des_pelletiers,,Hanns,Meÿger,,Hanns Meÿger
26,conseiller_des_charpentiers,1465,,,,,,echevinat,corporation_des_charpentiers,,Hanns,Hùse,,Hanns Hùse
27,conseiller_des_crieurs_et_mesureurs_de_vin,1465,,,,,,echevinat,corporation_des_crieurs_et_mesureurs_de_vin,,Claus,Beingewant,,Claus Beingewant
28,conseiller_des_cordonniers,1465,,,,,,echevinat,corporation_des_cordonniers,,Claus,Weydelich,,Claus Weydelich
29,conseiller_des_orfevres,1465,,,,,,echevinat,corporation_des_orfevres,,Hanns,Rosse,,Hanns Rosse
30,conseiller_des_marchands_de_grains,1465,,,,,,echevinat,corporation_des_marchands_de_grains,,Peter,Schotte,,Peter Schotte
31,conseiller_des_jardiniers,1465,,,,,,echevinat,corporation_des_jardiniers,,Claus,Wÿrich,,Claus Wÿrich
32,conseiller_des_pêcheurs,1465,,,,,,echevinat,corporation_des_pêcheurs,,Diebolt,Baltener,,Diebolt Baltener
33,conseiller_des_barbiers_et_baigneurs,1465,,,,,,echevinat,corporation_des_barbiers_et_baigneurs,,Conrat,von Molißheim,,Conrat von Molißheim
34,conseiller_des_sauniers,1465,,,,,,echevinat,corporation_des_sauniers,,Heinrich,Medinger,,Heinrich Medinger
35,conseiller_des_tisserands,1465,,,,,,echevinat,corporation_des_tisserands,,Peter,von Olvisheim,,Peter von Olvisheim
36,conseiller_des_gourmets_et_courtiers,1465,,,,,,echevinat,corporation_des_gourmets_et_courtiers,,Hanns,von Odratzheim,,Hanns von Odratzheim
37,conseiller_des_charrons,1465,,,,,,echevinat,corporation_des_charrons,,Hanns,Voltz,,Hanns Voltz
38,conseiller_des_regrattiers_cordiers_et_fruitiers,1465,,,,,,echevinat,corporation_des_regrattiers_cordiers_et_fruitiers,,Hanns,Swencker,,Hanns Swencker
39,conseiller_des_huiliers_meuniers_et_tondeurs_de_draps,1465,,,,,,echevinat,corporation_des_huiliers_meuniers_et_tondeurs_de_draps,,Marx,von Rastetten,,Marx von Rastetten
