,magistrature,AnnéeMagistrature,prénom,nom,surnom,genName,Titres,corps civique,corporation,poele,prénomNN,nomNN,surnomNN,NomCompletNN
0,stettmeister,1475,,,,,['her'],constoffeler,,,Dietrich,Burggräfe,,her Dietrich Burggräfe
1,stettmeister,1475,,,,,"['her', 'ritter']",constoffeler,,,Diebolt,von Mùlnheim,,her Diebolt von Mùlnheim ritter
2,stettmeister,1475,,,,,"['her', 'ritter']",constoffeler,,,Friderich,Bock,,her Friderich Bock ritter
3,stettmeister,1475,,,,,['her'],constoffeler,,,Hans,Hùffel,,her Hans Hùffel
4,ammeister,1475,,,,,"['her', 'ammeister']",echevinat,,,Jacob,Amlung,,her Jacob Amlung der ammeister
5,conseiller_des_constaffel,1475,,,,,['her'],constoffeler,,,Hansconrat,Bock,,her Hansconrat Bock
6,conseiller_des_constaffel,1475,,,,,,constoffeler,,,Peter,Rebestock,,Peter Rebestock
7,conseiller_des_constaffel,1475,,,,,,constoffeler,,,Hans,Erlin,,Hans Erlin
8,conseiller_des_constaffel,1475,,,,,,constoffeler,,,Hans,Voͤltsche,,Hans Voͤltsche
9,conseiller_des_constaffel,1475,,,,,,constoffeler,,,Caspar,von Mùlnheim,Hiltebrant,Caspar von Mùlnheim genant                         Hiltebrant
10,conseiller_des_constaffel,1475,,,,,,constoffeler,,,Goß,Hùffel,,Goß Hùffel
11,conseiller_des_constaffel,1475,,,,,,constoffeler,,,Cuͦntz,Merswin,,Cuͦntz Merswin
12,conseiller_des_constaffel,1475,,,,,,constoffeler,,,Jacob,Elhart,,Jacob Elhart
13,conseiller_des_bateliers,1475,,,,,,echevinat,corporation_des_bateliers,,Frantz,Hage,,Frantz Hage
14,conseiller_des_marchands,1475,,,,,['her'],echevinat,corporation_des_marchands,,Conrat,Riffe,,her Conrat Riffe
15,conseiller_des_bouchers,1475,,,,,,echevinat,corporation_des_bouchers,,Behtolt,Offemburg,,Behtolt Offemburg
16,conseiller_des_cabaretiers,1475,,,,,['her'],echevinat,corporation_des_cabaretiers,,Claus,Boͧmgarter,,her Claus Boͧmgarter
17,conseiller_des_drapiers,1475,,,,,,echevinat,corporation_des_drapiers,,Bernhart,Pfeffinger,,Bernhart Pfeffinger
18,conseiller_des_marchands_de_grains,1475,,,,,,echevinat,corporation_des_marchands_de_grains,,Sifrit,Bietenheim,,Sifrit Bietenheim
19,conseiller_des_sauniers,1475,,,,,,echevinat,corporation_des_sauniers,,Mattern,Drachenfelß,,Mattern Drachenfelß
20,conseiller_des_orfevres,1475,,,,,,echevinat,corporation_des_orfevres,,Peter,von Andelo,,Peter von Andelo
21,conseiller_des_boulangers,1475,,,,,,echevinat,corporation_des_boulangers,,Diebolt,Otteman,,Diebolt Otteman
22,conseiller_des_pelletiers,1475,,,,,,echevinat,corporation_des_pelletiers,,Hans,Meÿger,,Hans Meÿger
23,conseiller_des_tonneliers,1475,,,,,,echevinat,corporation_des_tonneliers,,Anthenÿe,Sansselman,,Anthenÿe Sansselman
24,conseiller_des_tanneurs,1475,,,,,,echevinat,corporation_des_tanneurs,,Claus,Duntzenheim,,Claus Duntzenheim
25,conseiller_des_gourmets_et_courtiers,1475,,,,,,echevinat,corporation_des_gourmets_et_courtiers,,Conrat,Hungerstein,,Conrat Hungerstein
26,conseiller_des_tailleurs,1475,,,,,,echevinat,corporation_des_tailleurs,,Behtolt,Vogelsberg,,Behtolt Vogelsberg
27,conseiller_des_forgerons,1475,,,,,,echevinat,corporation_des_forgerons,,Claus,Bure,,Claus Bure
28,conseiller_des_barbiers_et_baigneurs,1475,,,,,,echevinat,corporation_des_barbiers_et_baigneurs,,Hans,Scheͣdeler,,Hans Scheͣdeler
29,conseiller_des_cordonniers,1475,,,,,,echevinat,corporation_des_cordonniers,,Hanns,Burckart,,Hanns Burckart
30,conseiller_des_pêcheurs,1475,,,,,,echevinat,corporation_des_pêcheurs,,Mathis,Peter,,Mathis Peter
31,conseiller_des_charrons,1475,,,,,,echevinat,corporation_des_charrons,,Hans,Spilman,,Hans Spilman
32,conseiller_des_jardiniers,1475,,,,,,echevinat,corporation_des_jardiniers,,Fritsch,Rebestock,,Fritsch Rebestock
33,conseiller_des_tisserands,1475,,,,,,echevinat,corporation_des_tisserands,,Hans,Umb und Umb,,Hans Umb und Umb
34,conseiller_des_regrattiers_cordiers_et_fruitiers,1475,,,,,,echevinat,corporation_des_regrattiers_cordiers_et_fruitiers,,Hans,Swencker,,Hans Swencker
35,conseiller_des_charpentiers,1475,,,,,,echevinat,corporation_des_charpentiers,,Hans,Hùse,,Hans Hùse
36,conseiller_des_maçons,1475,,,,,,echevinat,corporation_des_maçons,,Hans,Scholle,,Hans Scholle
