,magistrature,AnnéeMagistrature,prénom,nom,surnom,genName,Titres,corps civique,corporation,poele,prénomNN,nomNN,surnomNN,NomCompletNN
0,stettmeister,1441,,,,,['her'],constoffeler,,,Hanns Heinrich,Hùffel,,her Hanns Heinrich Hùffel
1,stettmeister,1441,,,,,['her'],constoffeler,,,Claus,von Mùlnheim,,"her Claus von Mùlnheim, Otteman seligen sun"
2,stettmeister,1441,,,,,['her'],constoffeler,,,Reimbolt,Spender,,her Reimbolt Spender
3,stettmeister,1441,,,,,['her'],constoffeler,,,Dietrich,Burggrafe,,her Dietrich Burggrafe
4,ammeister,1441,,,,,"['her', 'ammeister']",echevinat,,,Jacob,von Geispoltzheim,,her Jacob von Geispoltzheim der                         ammeister
5,conseiller_des_constaffel,1441,,,,,['her'],constoffeler,,,Thoman,von Kageneck,,her Thoman von Kageneck
6,conseiller_des_constaffel,1441,,,,,['her'],constoffeler,,,Hanns,von Mùlnheim,Hiltebrant,her Hanns von Mùlnheim Hiltebrant
7,conseiller_des_constaffel,1441,,,,,['her'],constoffeler,,,Hannßconrat,Bock,,her Hannßconrat Bock
8,conseiller_des_constaffel,1441,,,,,['her'],constoffeler,,,Claus,Lentzel,,her Claus Lentzel
9,conseiller_des_constaffel,1441,,,,,['her'],constoffeler,,,Clauß Fridrich,Bùhssener,,her Clauß Fridrich Bùhssener
10,conseiller_des_constaffel,1441,,,,,['her'],constoffeler,,,Cuͦne,Nope,,her Cuͦne Nope
11,conseiller_des_constaffel,1441,,,,,,constoffeler,,,Berhtolt,Zorn,zuͦm Riet,Berhtolt Zorn zuͦm Riet
12,conseiller_des_constaffel,1441,,,,,,constoffeler,,,Bernhart,Mùrsel,,Bernhart Mùrsel
13,conseiller_des_constaffel,1441,,,,der jung,,constoffeler,,,Hanns,Elhart,,Hanns Elhart der jung
14,conseiller_des_constaffel,1441,,,,der jung,,constoffeler,,,Hanns,Bock,,Hanns Bock der jung
15,conseiller_des_marchands,1441,,,,,,echevinat,corporation_des_marchands,,Jacob,Wurmsser,,Jacob Wurmsser
16,conseiller_des_boulangers,1441,,,,,,echevinat,corporation_des_boulangers,,Claus,Linser,,Claus Linser
17,conseiller_des_bouchers,1441,,,,,,echevinat,corporation_des_bouchers,,Conrat,von Berse,,Conrat von Berse
18,conseiller_des_tonneliers,1441,,,,,,echevinat,corporation_des_tonneliers,,Hanns,Bretteler,,Hanns Bretteler
19,conseiller_des_drapiers,1441,,,,,,echevinat,corporation_des_drapiers,,Hanns,Odratzheim,,Hanns Odratzheim
20,conseiller_des_tanneurs,1441,,,,,,echevinat,corporation_des_tanneurs,,Erhart,von Isenhusen,,Erhart von Isenhusen
21,conseiller_des_cabaretiers,1441,,,,,"['her', 'altammeister']",echevinat,corporation_des_cabaretiers,,Hug,Dohssenheim,,her Hug Dohssenheim altammeister
22,conseiller_des_maçons,1441,,,,,,echevinat,corporation_des_maçons,,Syfrit,von Zabern,,Syfrit von Zabern
23,conseiller_des_forgerons,1441,,,,,,echevinat,corporation_des_forgerons,,Heinrich,Meyer,,Heinrich Meyer
24,conseiller_des_tailleurs,1441,,,,,,echevinat,corporation_des_tailleurs,,Hanns,Zoller,,Hanns Zoller
25,conseiller_des_bateliers,1441,,,,,,echevinat,corporation_des_bateliers,,Hanns,Ammelung,,Hanns Ammelung
26,conseiller_des_pelletiers,1441,,,,,,echevinat,corporation_des_pelletiers,,Diebolt,Spirer,,Diebolt Spirer
27,conseiller_des_charpentiers,1441,,,,,,echevinat,corporation_des_charpentiers,,Erhart,Winsticher,,Erhart Winsticher
28,conseiller_des_crieurs_et_mesureurs_de_vin,1441,,,,,,echevinat,corporation_des_crieurs_et_mesureurs_de_vin,,Hanns,Hechde,,Hanns Hechde
29,conseiller_des_cordonniers,1441,,,,,,echevinat,corporation_des_cordonniers,,Heintz,Uͦsemberg,,Heintz Uͦsemberg
30,conseiller_des_orfevres,1441,,,,,,echevinat,corporation_des_orfevres,,Jacob,Friburger,,Jacob Friburger
31,conseiller_des_marchands_de_grains,1441,,,,,,echevinat,corporation_des_marchands_de_grains,,Hanns,Kesselring,,Hanns Kesselring
32,conseiller_des_jardiniers,1441,,,,,,echevinat,corporation_des_jardiniers,,Claus,Duntzenheim,,Claus Duntzenheim
33,conseiller_des_pêcheurs,1441,,,,,,echevinat,corporation_des_pêcheurs,,Walther,Hage,zuͦm Kettener,Walther Hage zuͦm Kettener
34,conseiller_des_barbiers_et_baigneurs,1441,,,,,,echevinat,corporation_des_barbiers_et_baigneurs,,Marx,Rorer,,Marx Rorer
35,conseiller_des_sauniers,1441,,,,,"['her', 'altammeister']",echevinat,corporation_des_sauniers,,Leonhart,Trachenfeils,,her Leonhart Trachenfeils altammeister
36,conseiller_des_tisserands,1441,,,,,,echevinat,corporation_des_tisserands,,Peter,von Korck,,Peter von Korck
37,conseiller_des_gourmets_et_courtiers,1441,,,,,,echevinat,corporation_des_gourmets_et_courtiers,,Wilhelm,von Schuttern,,Wilhelm von Schuttern
